"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
875,"eiscue-ice",6,0,875,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/875.png","ice-face","No description available in English","","","viii",890
876,"indeedee-male",11,1,876,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/876.png","synchronize","Whenever this Pokémon is burned, paralyzed, or poisoned, the Pokémon who gave this Pokémon that ailment is also given the ailment.

This ability passes back bad poison when this Pokémon is badly poisoned.  This ability cannot pass on a status ailment that the Pokémon did not directly receive from another Pokémon, such as the poison from toxic spikes or the burn from a flame orb.

Overworld: If the lead Pokémon has this ability, wild Pokémon have a 50% chance of having the lead Pokémon's nature, and a 50% chance of being given a random nature as usual, including the lead Pokémon's nature.  This does not work on Pokémon received outside of battle or roaming legendaries.","psychic-surge","When this Pokémon enters battle, it changes the terrain to psychic terrain.","viii",280
877,"morpeko-full-belly",5,16,877,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/877.png","hunger-switch","No description available in English","","","viii",30
878,"cufant",17,0,878,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/878.png","sheer-force","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.

Moves that lower the user's stats are unaffected.","heavy-metal","This Pokémon has double the usual weight for its species.","viii",1000
879,"copperajah",17,0,879,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/879.png","sheer-force","This Pokémon's moves with extra effects have 1.3× their power, but lose their extra effects.

An effect chance is a move's chance to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect. For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.

Moves that lower the user's stats are unaffected.","heavy-metal","This Pokémon has double the usual weight for its species.","viii",6500
880,"dracozolt",5,15,880,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/880.png","hustle","This Pokémon's physical moves do 1.5× as much regular damage, but have 0.8× their usual accuracy.

Special moves are unaffected.  Moves that do set damage, such as seismic toss, have their accuracy affected, but not their damage.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","sand-rush","This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type.","viii",1900
881,"arctozolt",5,6,881,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/881.png","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","slush-rush","During Hail, this Pokémon has double Speed.","viii",1500
882,"dracovish",3,15,882,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/882.png","strong-jaw","Strengthens biting moves to 1.5× their power.","sand-rush","This Pokémon's Speed is doubled during a sandstorm, and it does not take sandstorm damage, regardless of type.","viii",2150
883,"arctovish",3,6,883,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/883.png","ice-body","This Pokémon heals for 1/16 of its maximum HP after each turn during hail, and it does not take hail damage regardless of type.","slush-rush","During Hail, this Pokémon has double Speed.","viii",1750
884,"duraludon",17,15,884,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/884.png","heavy-metal","This Pokémon has double the usual weight for its species.","stalwart","No description available in English","viii",400
885,"dreepy",15,14,885,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/885.png","infiltrator","This Pokémon's moves ignore light screen, reflect, and safeguard.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","viii",20
886,"drakloak",15,14,886,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/886.png","infiltrator","This Pokémon's moves ignore light screen, reflect, and safeguard.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","viii",110
887,"dragapult",15,14,887,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/887.png","infiltrator","This Pokémon's moves ignore light screen, reflect, and safeguard.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","viii",500
888,"zacian",18,0,888,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/888.png","intrepid-sword","No description available in English","","","viii",1100
889,"zamazenta",7,0,889,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/889.png","dauntless-shield","No description available in English","","","viii",2100
890,"eternatus",8,15,890,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/890.png","pressure","Moves targetting this Pokémon use one extra PP.

This ability stacks if multiple targets have it.  This ability still affects moves that fail or miss.  This ability does not affect ally moves that target either the entire field or just its side, nor this Pokémon's self-targetted moves; it does, however, affect single-targetted ally moves aimed at this Pokémon, ally moves that target all other Pokémon, and opponents' moves that target the entire field.  If this ability raises a move's PP cost above its remaining PP, it will use all remaining PP.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","","","viii",9500
891,"kubfu",7,0,891,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/891.png","inner-focus","This Pokémon cannot flinch.","","","viii",120
892,"urshifu-single-strike",7,16,892,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/892.png","unseen-fist","No description available in English","","","viii",1050
893,"zarude",16,4,893,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/893.png","leaf-guard","This Pokémon cannot be given a major status ailment during strong sunlight.

This ability does not heal prior status ailments.  rest will fail altogether with this ability in effect.  yawn will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime.","","","viii",700
894,"regieleki",5,0,894,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/894.png","transistor","No description available in English","","","viii",1450
895,"regidrago",15,0,895,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/895.png","dragons-maw","No description available in English","","","viii",2000
896,"glastrier",6,0,896,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/896.png","chilling-neigh","No description available in English","","","viii",8000
897,"spectrier",14,0,897,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/897.png","grim-neigh","No description available in English","","","viii",445
